timestamp,date,score
1672700400,2023-01-02 23:00:00,0.6
1672704000,2023-01-03 00:00:00,0.6
1672707600,2023-01-03 01:00:00,0.55
1672711200,2023-01-03 02:00:00,0.55
1672714800,2023-01-03 03:00:00,0.6
1672718400,2023-01-03 04:00:00,0.6
1672722000,2023-01-03 05:00:00,0.55
1672725600,2023-01-03 06:00:00,0.65
1672729200,2023-01-03 07:00:00,0.65
1672732800,2023-01-03 08:00:00,0.65
1672736400,2023-01-03 09:00:00,0.6
1672740000,2023-01-03 10:00:00,0.6
1672743600,2023-01-03 11:00:00,0.65
1672747200,2023-01-03 12:00:00,0.7
1672750800,2023-01-03 13:00:00,0.2
1672754400,2023-01-03 14:00:00,0.6
1672758000,2023-01-03 15:00:00,0.7
1672761600,2023-01-03 16:00:00,0.55
1672765200,2023-01-03 17:00:00,0.1
1672768800,2023-01-03 18:00:00,0.3
1672772400,2023-01-03 19:00:00,0.6
1672776000,2023-01-03 20:00:00,0.4
1672779600,2023-01-03 21:00:00,0.6
1672783200,2023-01-03 22:00:00,0.8
1672786800,2023-01-03 23:00:00,0.8
1672790400,2023-01-04 00:00:00,0.6
1672794000,2023-01-04 01:00:00,0.8
1672797600,2023-01-04 02:00:00,0.6
1672801200,2023-01-04 03:00:00,0.4
1672804800,2023-01-04 04:00:00,0.4
1672808400,2023-01-04 05:00:00,0.3
1672812000,2023-01-04 06:00:00,0.3
1672815600,2023-01-04 07:00:00,0.4
1672819200,2023-01-04 08:00:00,0.5
1672822800,2023-01-04 09:00:00,0.8
1672826400,2023-01-04 10:00:00,0.7
1672830000,2023-01-04 11:00:00,0.6
1672833600,2023-01-04 12:00:00,0.6
1672837200,2023-01-04 13:00:00,0.4
1672840800,2023-01-04 14:00:00,0.3
1672844400,2023-01-04 15:00:00,0.5
1672848000,2023-01-04 16:00:00,0.65
1672851600,2023-01-04 17:00:00,0.4
1672855200,2023-01-04 18:00:00,0.1
1672858800,2023-01-04 19:00:00,0.6
1672862400,2023-01-04 20:00:00,0.5
1672866000,2023-01-04 21:00:00,0.51
1672869600,2023-01-04 22:00:00,0.55
1672873200,2023-01-04 23:00:00,0.55
1672876800,2023-01-05 00:00:00,0.6
1672880400,2023-01-05 01:00:00,0.6
1672884000,2023-01-05 02:00:00,0.65
1672887600,2023-01-05 03:00:00,0.65
1672891200,2023-01-05 04:00:00,0.65
1672894800,2023-01-05 05:00:00,0.6
1672898400,2023-01-05 06:00:00,0.1
1672902000,2023-01-05 07:00:00,0.6
1672905600,2023-01-05 08:00:00,0.1
1672909200,2023-01-05 09:00:00,0.4
1672912800,2023-01-05 10:00:00,0.55
1672916400,2023-01-05 11:00:00,0.4
1672920000,2023-01-05 12:00:00,0.7
1672923600,2023-01-05 13:00:00,0.6
1672927200,2023-01-05 14:00:00,0.7
1672930800,2023-01-05 15:00:00,0.7
1672934400,2023-01-05 16:00:00,0.4
1672938000,2023-01-05 17:00:00,0.5
1672941600,2023-01-05 18:00:00,0.6
1672945200,2023-01-05 19:00:00,0.65
1672948800,2023-01-05 20:00:00,0.0
1672952400,2023-01-05 21:00:00,0.6
1672956000,2023-01-05 22:00:00,0.6
1672959600,2023-01-05 23:00:00,0.6
1672963200,2023-01-06 00:00:00,0.7
1672966800,2023-01-06 01:00:00,0.7
1672970400,2023-01-06 02:00:00,0.65
1672974000,2023-01-06 03:00:00,0.6
1672977600,2023-01-06 04:00:00,0.6
1672981200,2023-01-06 05:00:00,0.4
1672984800,2023-01-06 06:00:00,0.4
1672988400,2023-01-06 07:00:00,0.4
1672992000,2023-01-06 08:00:00,0.4
1672995600,2023-01-06 09:00:00,0.7
1672999200,2023-01-06 10:00:00,0.7
1673002800,2023-01-06 11:00:00,0.6
1673006400,2023-01-06 12:00:00,0.3
1673010000,2023-01-06 13:00:00,0.6
1673013600,2023-01-06 14:00:00,0.55
1673017200,2023-01-06 15:00:00,0.4
1673020800,2023-01-06 16:00:00,0.6
1673024400,2023-01-06 17:00:00,0.6
1673028000,2023-01-06 18:00:00,0.6
1673031600,2023-01-06 19:00:00,0.6
1673035200,2023-01-06 20:00:00,0.5
1673038800,2023-01-06 21:00:00,0.3
1673042400,2023-01-06 22:00:00,0.3
1673046000,2023-01-06 23:00:00,0.3
1673049600,2023-01-07 00:00:00,0.4
1673053200,2023-01-07 01:00:00,0.4
1673056800,2023-01-07 02:00:00,0.4
1673060400,2023-01-07 03:00:00,0.4
1673064000,2023-01-07 04:00:00,0.4
1673067600,2023-01-07 05:00:00,0.4
1673071200,2023-01-07 06:00:00,0.4
1673074800,2023-01-07 07:00:00,0.4
1673078400,2023-01-07 08:00:00,0.4
1673082000,2023-01-07 09:00:00,0.4
1673085600,2023-01-07 10:00:00,0.4
1673089200,2023-01-07 11:00:00,0.6
1673092800,2023-01-07 12:00:00,0.6
1673096400,2023-01-07 13:00:00,0.6
1673100000,2023-01-07 14:00:00,0.8
1673103600,2023-01-07 15:00:00,0.6
1673107200,2023-01-07 16:00:00,0.3
1673110800,2023-01-07 17:00:00,0.6
1673114400,2023-01-07 18:00:00,0.6
1673118000,2023-01-07 19:00:00,0.7
1673121600,2023-01-07 20:00:00,0.7
1673125200,2023-01-07 21:00:00,0.55
1673128800,2023-01-07 22:00:00,0.55
1673132400,2023-01-07 23:00:00,0.55
1673136000,2023-01-08 00:00:00,0.6
1673139600,2023-01-08 01:00:00,0.4
1673143200,2023-01-08 02:00:00,0.4
1673146800,2023-01-08 03:00:00,0.4
1673150400,2023-01-08 04:00:00,0.4
1673154000,2023-01-08 05:00:00,0.4
1673157600,2023-01-08 06:00:00,0.4
1673161200,2023-01-08 07:00:00,0.4
1673164800,2023-01-08 08:00:00,0.4
1673168400,2023-01-08 09:00:00,0.6
1673172000,2023-01-08 10:00:00,0.6
1673175600,2023-01-08 11:00:00,0.3
1673179200,2023-01-08 12:00:00,0.7
1673182800,2023-01-08 13:00:00,0.7
1673186400,2023-01-08 14:00:00,0.2
1673190000,2023-01-08 15:00:00,0.6
1673193600,2023-01-08 16:00:00,0.1
1673197200,2023-01-08 17:00:00,0.6
1673200800,2023-01-08 18:00:00,0.6
1673204400,2023-01-08 19:00:00,0.6
1673208000,2023-01-08 20:00:00,0.6
1673211600,2023-01-08 21:00:00,0.6
1673215200,2023-01-08 22:00:00,0.6
1673218800,2023-01-08 23:00:00,0.6
1673222400,2023-01-09 00:00:00,0.6
1673226000,2023-01-09 01:00:00,0.6
1673229600,2023-01-09 02:00:00,0.6
1673233200,2023-01-09 03:00:00,0.7
1673236800,2023-01-09 04:00:00,0.75
1673240400,2023-01-09 05:00:00,0.75
1673244000,2023-01-09 06:00:00,0.7
1673247600,2023-01-09 07:00:00,0.7
1673251200,2023-01-09 08:00:00,0.3
1673254800,2023-01-09 09:00:00,0.55
1673258400,2023-01-09 10:00:00,0.6
1673262000,2023-01-09 11:00:00,0.3
1673265600,2023-01-09 12:00:00,0.7
1673269200,2023-01-09 13:00:00,0.8
1673272800,2023-01-09 14:00:00,0.6
1673276400,2023-01-09 15:00:00,0.2
1673280000,2023-01-09 16:00:00,0.8
1673283600,2023-01-09 17:00:00,0.7
1673287200,2023-01-09 18:00:00,0.9
1673290800,2023-01-09 19:00:00,0.4
1673294400,2023-01-09 20:00:00,0.7
1673298000,2023-01-09 21:00:00,0.6
1673301600,2023-01-09 22:00:00,0.2
1673305200,2023-01-09 23:00:00,0.6
1673308800,2023-01-10 00:00:00,0.1
1673312400,2023-01-10 01:00:00,0.1
1673316000,2023-01-10 02:00:00,0.1
1673319600,2023-01-10 03:00:00,0.1
1673323200,2023-01-10 04:00:00,0.65
1673326800,2023-01-10 05:00:00,0.55
1673330400,2023-01-10 06:00:00,0.55
1673334000,2023-01-10 07:00:00,0.6
1673337600,2023-01-10 08:00:00,0.6
1673341200,2023-01-10 09:00:00,0.4
1673344800,2023-01-10 10:00:00,0.7
1673348400,2023-01-10 11:00:00,0.6
1673352000,2023-01-10 12:00:00,0.65
1673355600,2023-01-10 13:00:00,0.4
1673359200,2023-01-10 14:00:00,0.55
1673362800,2023-01-10 15:00:00,0.5
1673366400,2023-01-10 16:00:00,0.6
1673370000,2023-01-10 17:00:00,0.6
1673373600,2023-01-10 18:00:00,0.3
1673377200,2023-01-10 19:00:00,0.4
1673380800,2023-01-10 20:00:00,0.6
1673384400,2023-01-10 21:00:00,0.6
1673388000,2023-01-10 22:00:00,0.8
1673391600,2023-01-10 23:00:00,0.8
1673395200,2023-01-11 00:00:00,0.6
1673398800,2023-01-11 01:00:00,0.6
1673402400,2023-01-11 02:00:00,0.6
1673406000,2023-01-11 03:00:00,0.4
1673409600,2023-01-11 04:00:00,0.8
1673413200,2023-01-11 05:00:00,0.8
1673416800,2023-01-11 06:00:00,0.8
1673420400,2023-01-11 07:00:00,0.7
1673424000,2023-01-11 08:00:00,0.7
1673427600,2023-01-11 09:00:00,0.3
1673431200,2023-01-11 10:00:00,0.4
1673434800,2023-01-11 11:00:00,0.65
1673438400,2023-01-11 12:00:00,0.3
1673442000,2023-01-11 13:00:00,0.5
1673445600,2023-01-11 14:00:00,0.7
1673449200,2023-01-11 15:00:00,0.2
1673452800,2023-01-11 16:00:00,0.7
1673456400,2023-01-11 17:00:00,0.4
1673460000,2023-01-11 18:00:00,0.3
1673463600,2023-01-11 19:00:00,0.3
1673467200,2023-01-11 20:00:00,0.6
1673470800,2023-01-11 21:00:00,0.6
1673474400,2023-01-11 22:00:00,0.65
1673478000,2023-01-11 23:00:00,0.7
1673481600,2023-01-12 00:00:00,0.7
1673485200,2023-01-12 01:00:00,0.8
1673488800,2023-01-12 02:00:00,0.5
1673492400,2023-01-12 03:00:00,0.5
1673496000,2023-01-12 04:00:00,0.9
1673499600,2023-01-12 05:00:00,0.8
1673503200,2023-01-12 06:00:00,0.8
1673506800,2023-01-12 07:00:00,0.8
1673510400,2023-01-12 08:00:00,0.9
1673514000,2023-01-12 09:00:00,0.7
1673517600,2023-01-12 10:00:00,0.8
1673521200,2023-01-12 11:00:00,0.8
1673524800,2023-01-12 12:00:00,0.8
1673528400,2023-01-12 13:00:00,0.8
1673532000,2023-01-12 14:00:00,0.9
1673535600,2023-01-12 15:00:00,0.8
1673539200,2023-01-12 16:00:00,0.6
1673542800,2023-01-12 17:00:00,0.6
1673546400,2023-01-12 18:00:00,0.7
1673550000,2023-01-12 19:00:00,0.6
1673553600,2023-01-12 20:00:00,0.7
1673557200,2023-01-12 21:00:00,0.6
1673560800,2023-01-12 22:00:00,0.7
1673564400,2023-01-12 23:00:00,0.6
1673568000,2023-01-13 00:00:00,0.7
1673571600,2023-01-13 01:00:00,0.7
1673575200,2023-01-13 02:00:00,0.7
1673578800,2023-01-13 03:00:00,0.65
1673582400,2023-01-13 04:00:00,0.6
1673586000,2023-01-13 05:00:00,0.5
1673589600,2023-01-13 06:00:00,0.7
1673593200,2023-01-13 07:00:00,0.75
1673596800,2023-01-13 08:00:00,0.75
1673600400,2023-01-13 09:00:00,0.6
1673604000,2023-01-13 10:00:00,0.65
1673607600,2023-01-13 11:00:00,0.65
1673611200,2023-01-13 12:00:00,0.65
1673614800,2023-01-13 13:00:00,0.65
1673618400,2023-01-13 14:00:00,0.7
1673622000,2023-01-13 15:00:00,0.6
1673625600,2023-01-13 16:00:00,0.5
1673629200,2023-01-13 17:00:00,0.6
1673632800,2023-01-13 18:00:00,0.65
1673636400,2023-01-13 19:00:00,0.4
1673640000,2023-01-13 20:00:00,0.8
1673643600,2023-01-13 21:00:00,0.6
1673647200,2023-01-13 22:00:00,0.6
1673650800,2023-01-13 23:00:00,0.6
1673654400,2023-01-14 00:00:00,0.9
1673658000,2023-01-14 01:00:00,0.9
1673661600,2023-01-14 02:00:00,0.9
1673665200,2023-01-14 03:00:00,0.9
1673668800,2023-01-14 04:00:00,0.7
1673672400,2023-01-14 05:00:00,0.7
1673676000,2023-01-14 06:00:00,0.7
1673679600,2023-01-14 07:00:00,0.9
1673683200,2023-01-14 08:00:00,0.9
1673686800,2023-01-14 09:00:00,0.8
1673690400,2023-01-14 10:00:00,0.8
1673694000,2023-01-14 11:00:00,0.85
1673697600,2023-01-14 12:00:00,0.8
1673701200,2023-01-14 13:00:00,0.8
1673704800,2023-01-14 14:00:00,0.6
1673708400,2023-01-14 15:00:00,0.6
1673712000,2023-01-14 16:00:00,0.9
1673715600,2023-01-14 17:00:00,0.9
1673719200,2023-01-14 18:00:00,0.9
1673722800,2023-01-14 19:00:00,0.9
1673726400,2023-01-14 20:00:00,0.8
1673730000,2023-01-14 21:00:00,0.8
1673733600,2023-01-14 22:00:00,0.55
1673737200,2023-01-14 23:00:00,0.8
1673740800,2023-01-15 00:00:00,0.7
1673744400,2023-01-15 01:00:00,0.9
1673748000,2023-01-15 02:00:00,0.8
1673751600,2023-01-15 03:00:00,0.8
1673755200,2023-01-15 04:00:00,0.8
1673758800,2023-01-15 05:00:00,0.8
1673762400,2023-01-15 06:00:00,0.8
1673766000,2023-01-15 07:00:00,0.6
1673769600,2023-01-15 08:00:00,0.65
1673773200,2023-01-15 09:00:00,0.8
1673776800,2023-01-15 10:00:00,0.8
1673780400,2023-01-15 11:00:00,0.1
1673784000,2023-01-15 12:00:00,0.1
1673787600,2023-01-15 13:00:00,0.7
1673791200,2023-01-15 14:00:00,0.75
1673794800,2023-01-15 15:00:00,0.75
1673798400,2023-01-15 16:00:00,0.6
1673802000,2023-01-15 17:00:00,0.3
1673805600,2023-01-15 18:00:00,0.7
1673809200,2023-01-15 19:00:00,0.7
1673812800,2023-01-15 20:00:00,0.6
1673816400,2023-01-15 21:00:00,0.6
1673820000,2023-01-15 22:00:00,0.8
1673823600,2023-01-15 23:00:00,0.8
1673827200,2023-01-16 00:00:00,0.8
1673830800,2023-01-16 01:00:00,0.8
1673834400,2023-01-16 02:00:00,0.7
1673838000,2023-01-16 03:00:00,0.8
1673841600,2023-01-16 04:00:00,0.8
1673845200,2023-01-16 05:00:00,0.9
1673848800,2023-01-16 06:00:00,0.6
1673852400,2023-01-16 07:00:00,0.7
1673856000,2023-01-16 08:00:00,0.6
1673859600,2023-01-16 09:00:00,0.7
1673863200,2023-01-16 10:00:00,0.8
1673866800,2023-01-16 11:00:00,0.6
1673870400,2023-01-16 12:00:00,0.7
1673874000,2023-01-16 13:00:00,0.6
1673877600,2023-01-16 14:00:00,0.6
1673881200,2023-01-16 15:00:00,0.55
1673884800,2023-01-16 16:00:00,0.0
1673888400,2023-01-16 17:00:00,0.6
1673892000,2023-01-16 18:00:00,0.6
1673895600,2023-01-16 19:00:00,0.6
1673899200,2023-01-16 20:00:00,0.8
1673902800,2023-01-16 21:00:00,0.4
1673906400,2023-01-16 22:00:00,0.4
1673910000,2023-01-16 23:00:00,0.75
1673913600,2023-01-17 00:00:00,0.6
1673917200,2023-01-17 01:00:00,0.6
1673920800,2023-01-17 02:00:00,0.6
1673924400,2023-01-17 03:00:00,0.7
1673928000,2023-01-17 04:00:00,0.6
1673931600,2023-01-17 05:00:00,0.6
1673935200,2023-01-17 06:00:00,0.6
1673938800,2023-01-17 07:00:00,0.3
1673942400,2023-01-17 08:00:00,0.6
1673946000,2023-01-17 09:00:00,0.7
1673949600,2023-01-17 10:00:00,0.7
1673953200,2023-01-17 11:00:00,0.6
1673956800,2023-01-17 12:00:00,0.95
1673960400,2023-01-17 13:00:00,0.6
1673964000,2023-01-17 14:00:00,0.7
1673967600,2023-01-17 15:00:00,0.8
1673971200,2023-01-17 16:00:00,0.7
1673974800,2023-01-17 17:00:00,0.6
1673978400,2023-01-17 18:00:00,0.5
1673982000,2023-01-17 19:00:00,0.6
1673985600,2023-01-17 20:00:00,0.6
1673989200,2023-01-17 21:00:00,0.4
1673992800,2023-01-17 22:00:00,0.8
1673996400,2023-01-17 23:00:00,0.8
1674000000,2023-01-18 00:00:00,0.9
1674003600,2023-01-18 01:00:00,0.9
1674007200,2023-01-18 02:00:00,0.9
1674010800,2023-01-18 03:00:00,0.6
1674014400,2023-01-18 04:00:00,0.6
1674018000,2023-01-18 05:00:00,0.9
1674021600,2023-01-18 06:00:00,0.9
1674025200,2023-01-18 07:00:00,0.7
1674028800,2023-01-18 08:00:00,0.7
1674032400,2023-01-18 09:00:00,0.65
1674036000,2023-01-18 10:00:00,0.65
1674039600,2023-01-18 11:00:00,0.6
1674043200,2023-01-18 12:00:00,0.6
1674046800,2023-01-18 13:00:00,0.6
1674050400,2023-01-18 14:00:00,0.6
1674054000,2023-01-18 15:00:00,0.6
1674057600,2023-01-18 16:00:00,0.7
1674061200,2023-01-18 17:00:00,0.7
1674064800,2023-01-18 18:00:00,0.7
1674068400,2023-01-18 19:00:00,0.2
1674072000,2023-01-18 20:00:00,0.5
1674075600,2023-01-18 21:00:00,0.3
1674079200,2023-01-18 22:00:00,0.6
1674082800,2023-01-18 23:00:00,0.7
1674086400,2023-01-19 00:00:00,0.3
1674090000,2023-01-19 01:00:00,0.7
1674093600,2023-01-19 02:00:00,0.3
1674097200,2023-01-19 03:00:00,0.4
1674100800,2023-01-19 04:00:00,0.2
1674104400,2023-01-19 05:00:00,0.4
1674108000,2023-01-19 06:00:00,0.4
1674111600,2023-01-19 07:00:00,0.3
1674115200,2023-01-19 08:00:00,0.8
1674118800,2023-01-19 09:00:00,0.9
1674122400,2023-01-19 10:00:00,0.6
1674126000,2023-01-19 11:00:00,0.3
1674129600,2023-01-19 12:00:00,0.9
1674133200,2023-01-19 13:00:00,0.3
1674136800,2023-01-19 14:00:00,0.6
1674140400,2023-01-19 15:00:00,0.4
1674144000,2023-01-19 16:00:00,0.2
1674147600,2023-01-19 17:00:00,0.6
1674151200,2023-01-19 18:00:00,0.6
1674154800,2023-01-19 19:00:00,0.5
1674158400,2023-01-19 20:00:00,0.6
1674162000,2023-01-19 21:00:00,0.5
1674165600,2023-01-19 22:00:00,0.65
1674169200,2023-01-19 23:00:00,0.5
1674172800,2023-01-20 00:00:00,0.6
1674176400,2023-01-20 01:00:00,0.7
1674180000,2023-01-20 02:00:00,0.7
1674183600,2023-01-20 03:00:00,0.7
1674187200,2023-01-20 04:00:00,0.7
1674190800,2023-01-20 05:00:00,0.6
1674194400,2023-01-20 06:00:00,0.7
1674198000,2023-01-20 07:00:00,0.6
1674201600,2023-01-20 08:00:00,0.6
1674205200,2023-01-20 09:00:00,0.8
1674208800,2023-01-20 10:00:00,0.7
1674212400,2023-01-20 11:00:00,0.1
1674216000,2023-01-20 12:00:00,0.7
1674219600,2023-01-20 13:00:00,0.6
1674223200,2023-01-20 14:00:00,0.6
1674226800,2023-01-20 15:00:00,0.6
1674230400,2023-01-20 16:00:00,0.7
1674234000,2023-01-20 17:00:00,0.6
1674237600,2023-01-20 18:00:00,0.8
1674241200,2023-01-20 19:00:00,0.6
1674244800,2023-01-20 20:00:00,0.2
1674248400,2023-01-20 21:00:00,0.6
1674252000,2023-01-20 22:00:00,0.3
1674255600,2023-01-20 23:00:00,0.6
1674259200,2023-01-21 00:00:00,0.6
1674262800,2023-01-21 01:00:00,0.8
1674266400,2023-01-21 02:00:00,0.1
1674270000,2023-01-21 03:00:00,0.55
1674273600,2023-01-21 04:00:00,0.55
1674277200,2023-01-21 05:00:00,0.55
1674280800,2023-01-21 06:00:00,0.55
1674284400,2023-01-21 07:00:00,0.7
1674288000,2023-01-21 08:00:00,0.6
1674291600,2023-01-21 09:00:00,0.7
1674295200,2023-01-21 10:00:00,0.6
1674298800,2023-01-21 11:00:00,0.6
1674302400,2023-01-21 12:00:00,0.9
1674306000,2023-01-21 13:00:00,0.7
1674309600,2023-01-21 14:00:00,0.8
1674313200,2023-01-21 15:00:00,0.7
1674316800,2023-01-21 16:00:00,0.8
1674320400,2023-01-21 17:00:00,0.8
1674324000,2023-01-21 18:00:00,0.8
1674327600,2023-01-21 19:00:00,0.7
1674331200,2023-01-21 20:00:00,0.7
1674334800,2023-01-21 21:00:00,0.7
1674338400,2023-01-21 22:00:00,0.6
1674342000,2023-01-21 23:00:00,0.6
1674345600,2023-01-22 00:00:00,0.7
1674349200,2023-01-22 01:00:00,0.7
1674352800,2023-01-22 02:00:00,0.7
1674356400,2023-01-22 03:00:00,0.7
1674360000,2023-01-22 04:00:00,0.7
1674363600,2023-01-22 05:00:00,0.7
1674367200,2023-01-22 06:00:00,0.7
1674370800,2023-01-22 07:00:00,0.7
1674374400,2023-01-22 08:00:00,0.8
1674378000,2023-01-22 09:00:00,0.7
1674381600,2023-01-22 10:00:00,0.7
1674385200,2023-01-22 11:00:00,0.7
1674388800,2023-01-22 12:00:00,0.7
1674392400,2023-01-22 13:00:00,0.7
1674396000,2023-01-22 14:00:00,0.7
1674399600,2023-01-22 15:00:00,0.6
1674403200,2023-01-22 16:00:00,0.7
1674406800,2023-01-22 17:00:00,0.7
1674410400,2023-01-22 18:00:00,0.7
1674414000,2023-01-22 19:00:00,0.8
1674417600,2023-01-22 20:00:00,0.8
1674421200,2023-01-22 21:00:00,0.8
1674424800,2023-01-22 22:00:00,0.7
1674428400,2023-01-22 23:00:00,0.7
1674432000,2023-01-23 00:00:00,0.7
1674435600,2023-01-23 01:00:00,0.7
1674439200,2023-01-23 02:00:00,0.7
1674442800,2023-01-23 03:00:00,0.4
1674446400,2023-01-23 04:00:00,0.6
1674450000,2023-01-23 05:00:00,0.6
1674453600,2023-01-23 06:00:00,0.45
1674457200,2023-01-23 07:00:00,0.9
1674460800,2023-01-23 08:00:00,0.9
1674464400,2023-01-23 09:00:00,0.4
1674468000,2023-01-23 10:00:00,0.4
1674471600,2023-01-23 11:00:00,0.6
1674475200,2023-01-23 12:00:00,0.6
1674478800,2023-01-23 13:00:00,0.5
1674482400,2023-01-23 14:00:00,0.5
1674486000,2023-01-23 15:00:00,0.7
1674489600,2023-01-23 16:00:00,0.7
1674493200,2023-01-23 17:00:00,0.6
1674496800,2023-01-23 18:00:00,0.7
1674500400,2023-01-23 19:00:00,0.75
1674504000,2023-01-23 20:00:00,0.4
1674507600,2023-01-23 21:00:00,0.7
1674511200,2023-01-23 22:00:00,0.5
1674514800,2023-01-23 23:00:00,0.75
1674518400,2023-01-24 00:00:00,0.6
1674522000,2023-01-24 01:00:00,0.6
1674525600,2023-01-24 02:00:00,0.6
1674529200,2023-01-24 03:00:00,0.3
1674532800,2023-01-24 04:00:00,0.6
1674536400,2023-01-24 05:00:00,0.6
1674540000,2023-01-24 06:00:00,0.9
1674543600,2023-01-24 07:00:00,0.4
1674547200,2023-01-24 08:00:00,0.8
1674550800,2023-01-24 09:00:00,0.55
1674554400,2023-01-24 10:00:00,0.5
1674558000,2023-01-24 11:00:00,0.6
1674561600,2023-01-24 12:00:00,0.6
1674565200,2023-01-24 13:00:00,0.6
1674568800,2023-01-24 14:00:00,0.6
1674572400,2023-01-24 15:00:00,0.6
1674576000,2023-01-24 16:00:00,0.4
1674579600,2023-01-24 17:00:00,0.6
1674583200,2023-01-24 18:00:00,0.8
1674586800,2023-01-24 19:00:00,0.6
1674590400,2023-01-24 20:00:00,0.75
1674594000,2023-01-24 21:00:00,0.75
1674597600,2023-01-24 22:00:00,0.65
1674601200,2023-01-24 23:00:00,0.8
1674604800,2023-01-25 00:00:00,0.8
1674608400,2023-01-25 01:00:00,0.6
1674612000,2023-01-25 02:00:00,0.6
1674615600,2023-01-25 03:00:00,0.6
1674619200,2023-01-25 04:00:00,0.4
1674622800,2023-01-25 05:00:00,0.55
1674626400,2023-01-25 06:00:00,0.8
1674630000,2023-01-25 07:00:00,0.4
1674633600,2023-01-25 08:00:00,0.3
1674637200,2023-01-25 09:00:00,0.7
1674640800,2023-01-25 10:00:00,0.55
1674644400,2023-01-25 11:00:00,0.65
1674648000,2023-01-25 12:00:00,0.6
1674651600,2023-01-25 13:00:00,0.65
1674655200,2023-01-25 14:00:00,0.6
1674658800,2023-01-25 15:00:00,0.6
1674662400,2023-01-25 16:00:00,0.6
1674666000,2023-01-25 17:00:00,0.4
1674669600,2023-01-25 18:00:00,0.6
1674673200,2023-01-25 19:00:00,0.75
1674676800,2023-01-25 20:00:00,0.3
1674680400,2023-01-25 21:00:00,0.6
1674684000,2023-01-25 22:00:00,0.6
1674687600,2023-01-25 23:00:00,0.6
1674691200,2023-01-26 00:00:00,0.2
1674694800,2023-01-26 01:00:00,0.6
1674698400,2023-01-26 02:00:00,0.6
1674702000,2023-01-26 03:00:00,0.1
1674705600,2023-01-26 04:00:00,0.8
1674709200,2023-01-26 05:00:00,0.8
1674712800,2023-01-26 06:00:00,0.8
1674716400,2023-01-26 07:00:00,0.8
1674720000,2023-01-26 08:00:00,0.9
1674723600,2023-01-26 09:00:00,0.7
1674727200,2023-01-26 10:00:00,0.55
1674730800,2023-01-26 11:00:00,0.5
1674734400,2023-01-26 12:00:00,0.6
1674738000,2023-01-26 13:00:00,0.7
1674741600,2023-01-26 14:00:00,0.75
1674745200,2023-01-26 15:00:00,0.75
1674748800,2023-01-26 16:00:00,0.7
1674752400,2023-01-26 17:00:00,0.65
1674756000,2023-01-26 18:00:00,0.65
1674759600,2023-01-26 19:00:00,0.7
1674763200,2023-01-26 20:00:00,0.5
1674766800,2023-01-26 21:00:00,0.6
1674770400,2023-01-26 22:00:00,0.4
1674774000,2023-01-26 23:00:00,0.5
1674777600,2023-01-27 00:00:00,0.9
1674781200,2023-01-27 01:00:00,0.6
1674784800,2023-01-27 02:00:00,0.6
1674788400,2023-01-27 03:00:00,0.6
1674792000,2023-01-27 04:00:00,0.3
1674795600,2023-01-27 05:00:00,0.7
1674799200,2023-01-27 06:00:00,0.3
1674802800,2023-01-27 07:00:00,0.7
1674806400,2023-01-27 08:00:00,0.7
1674810000,2023-01-27 09:00:00,0.7
1674813600,2023-01-27 10:00:00,0.6
1674817200,2023-01-27 11:00:00,0.4
1674820800,2023-01-27 12:00:00,0.5
